studyName,Cruise,"Datetime PST (Event Log)","Latitude (Event Log) (º)","Longitude (Event Log) (º)",Cycle,"Event Number","Cast Number","Bottle Number","Depth (m)","Heterotrophic Bacteria (µg/L)","Prochlorococcus (µg/L)","Synechococcus (µg/L)",Notes
P0904NH,P0904,"2009-05-01 23:38:01",34.02152,-121.4507,FRONT,188,46,,55,7.09,0.00,0.42,
P0904NH,P0904,"2009-05-01 23:38:01",34.02152,-121.4507,FRONT,188,46,,70,7.59,0.00,0.40,
P0904NH,P0904,"2009-05-01 23:38:01",34.02152,-121.4507,FRONT,188,46,,100,5.30,0.00,0.21,
P0904NH,P0904,"2009-05-02 02:33:29",33.97017,-121.5309,FRONT,193,47,,20,10.20,0.00,4.36,
P0904NH,P0904,"2009-05-02 02:33:29",33.97017,-121.5309,FRONT,193,47,,30,6.16,0.00,1.25,
P0904NH,P0904,"2009-05-02 02:33:29",33.97017,-121.5309,FRONT,193,47,,40,3.67,0.00,0.13,
P0904NH,P0904,"2009-05-02 02:33:29",33.97017,-121.5309,FRONT,193,47,,50,3.00,0.00,0.04,
P0904NH,P0904,"2009-05-02 02:33:29",33.97017,-121.5309,FRONT,193,47,,65,4.79,0.00,0.27,
P0904NH,P0904,"2009-05-02 02:33:29",33.97017,-121.5309,FRONT,193,47,,80,5.06,0.00,0.17,
P0904NH,P0904,"2009-05-02 02:33:29",33.97017,-121.5309,FRONT,193,47,,10,9.90,0.00,3.62,
P1106MV,P1106,"2011-06-19 19:58:00",33.89982,-122.0999,"Upfront 1",13,2,8,0,8.45,2.98,1.83,
P1106MV,P1106,"2011-06-19 19:58:00",33.89982,-122.0999,"Upfront 1",13,2,7,10,9.36,2.21,2.02,
P1106MV,P1106,"2011-06-19 19:58:00",33.89982,-122.0999,"Upfront 1",13,2,6,20,8.69,2.26,1.85,
P1106MV,P1106,"2011-06-19 19:58:00",33.89982,-122.0999,"Upfront 1",13,2,5,35,9.28,2.25,1.66,
P1106MV,P1106,"2011-06-19 19:58:00",33.89982,-122.0999,"Upfront 1",13,2,4,45,10.35,2.68,1.88,
P1106MV,P1106,"2011-06-19 19:58:00",33.89982,-122.0999,"Upfront 1",13,2,3,60,5.70,2.81,0.29,
P1106MV,P1106,"2011-06-19 19:58:00",33.89982,-122.0999,"Upfront 1",13,2,2,80,3.30,0.57,0.03,
P1106MV,P1106,"2011-06-19 21:29:00",33.90488,-122.0832,"Upfront 1",20,3,8,0,9.95,1.17,1.97,
P1106MV,P1106,"2011-06-19 21:29:00",33.90488,-122.0832,"Upfront 1",20,3,7,10,9.61,1.02,2.10,
P1106MV,P1106,"2011-06-19 21:29:00",33.90488,-122.0832,"Upfront 1",20,3,6,20,9.77,1.05,2.05,
P1106MV,P1106,"2011-06-19 21:29:00",33.90488,-122.0832,"Upfront 1",20,3,5,30,10.17,1.23,2.01,
P1106MV,P1106,"2011-06-19 21:29:00",33.90488,-122.0832,"Upfront 1",20,3,4,40,11.58,2.86,1.78,
P1106MV,P1106,"2011-06-19 21:29:00",33.90488,-122.0832,"Upfront 1",20,3,3,60,5.91,2.31,0.29,
P1106MV,P1106,"2011-06-19 21:29:00",33.90488,-122.0832,"Upfront 1",20,3,2,80,3.82,0.60,0.03,
P1106MV,P1106,"2011-06-19 22:41:00",33.9099,-122.0665,"Upfront 1",27,4,8,0,1.25,1.08,0.02,
P1106MV,P1106,"2011-06-19 22:41:00",33.9099,-122.0665,"Upfront 1",27,4,7,10,4.69,2.42,0.24,
P1106MV,P1106,"2011-06-19 22:41:00",33.9099,-122.0665,"Upfront 1",27,4,6,20,10.20,2.48,2.11,
P1106MV,P1106,"2011-06-19 22:41:00",33.9099,-122.0665,"Upfront 1",27,4,5,30,8.57,0.06,1.79,
P1106MV,P1106,"2011-06-19 22:41:00",33.9099,-122.0665,"Upfront 1",27,4,4,40,7.92,0.07,1.61,
P1106MV,P1106,"2011-06-19 22:41:00",33.9099,-122.0665,"Upfront 1",27,4,3,60,8.22,0.07,1.60,
P1106MV,P1106,"2011-06-19 22:41:00",33.9099,-122.0665,"Upfront 1",27,4,2,80,7.84,0.02,1.42,
P1106MV,P1106,"2011-06-19 23:57:00",33.91495,-122.0499,"Upfront 1",33,5,8,0,9.44,0.93,2.01,
P1106MV,P1106,"2011-06-19 23:57:00",33.91495,-122.0499,"Upfront 1",33,5,7,10,9.64,0.96,1.96,
P1106MV,P1106,"2011-06-19 23:57:00",33.91495,-122.0499,"Upfront 1",33,5,6,20,9.66,0.91,2.13,
P1106MV,P1106,"2011-06-19 23:57:00",33.91495,-122.0499,"Upfront 1",33,5,5,30,10.73,3.64,1.83,
P1106MV,P1106,"2011-06-19 23:57:00",33.91495,-122.0499,"Upfront 1",33,5,4,40,10.89,3.53,1.93,
P1106MV,P1106,"2011-06-19 23:57:00",33.91495,-122.0499,"Upfront 1",33,5,3,60,5.61,1.79,0.35,
P1106MV,P1106,"2011-06-19 23:57:00",33.91495,-122.0499,"Upfront 1",33,5,2,80,3.77,0.88,0.07,
P1106MV,P1106,"2011-06-20 01:11:00",33.91983,-122.0333,"Upfront 1",39,6,8,0,7.53,0.71,1.99,
P1106MV,P1106,"2011-06-20 01:11:00",33.91983,-122.0333,"Upfront 1",39,6,7,10,7.61,0.87,1.97,
P1106MV,P1106,"2011-06-20 01:11:00",33.91983,-122.0333,"Upfront 1",39,6,6,20,8.34,0.83,2.00,
P1106MV,P1106,"2011-06-20 01:11:00",33.91983,-122.0333,"Upfront 1",39,6,5,30,8.69,1.72,1.67,
P1106MV,P1106,"2011-06-20 01:11:00",33.91983,-122.0333,"Upfront 1",39,6,4,40,6.81,3.47,2.01,
P1106MV,P1106,"2011-06-20 01:11:00",33.91983,-122.0333,"Upfront 1",39,6,3,60,10.40,3.35,2.03,
P1106MV,P1106,"2011-06-20 01:11:00",33.91983,-122.0333,"Upfront 1",39,6,2,80,3.06,0.86,0.10,
P1106MV,P1106,"2011-06-20 02:35:00",33.92485,-122.0165,"Upfront 1",45,7,8,0,4.83,0.13,2.27,
P1106MV,P1106,"2011-06-20 02:35:00",33.92485,-122.0165,"Upfront 1",45,7,7,10,4.95,1.20,2.40,
P1106MV,P1106,"2011-06-20 02:35:00",33.92485,-122.0165,"Upfront 1",45,7,6,20,4.57,1.31,2.33,
P1106MV,P1106,"2011-06-20 02:35:00",33.92485,-122.0165,"Upfront 1",45,7,5,30,4.20,0.78,2.33,
P1106MV,P1106,"2011-06-20 02:35:00",33.92485,-122.0165,"Upfront 1",45,7,4,40,4.31,4.32,1.97,
P1106MV,P1106,"2011-06-20 02:35:00",33.92485,-122.0165,"Upfront 1",45,7,3,60,2.92,3.49,0.66,
P1106MV,P1106,"2011-06-20 02:35:00",33.92485,-122.0165,"Upfront 1",45,7,2,80,1.62,1.07,0.11,
P1106MV,P1106,"2011-06-24 01:39:00",34.03473,-121.7015,"Cycle 1",63,10,23,2,8.06,1.75,3.49,
P1106MV,P1106,"2011-06-24 01:39:00",34.03473,-121.7015,"Cycle 1",63,10,20,8,7.97,2.50,3.56,
P1106MV,P1106,"2011-06-24 01:39:00",34.03473,-121.7015,"Cycle 1",63,10,17,12,9.08,1.78,3.66,
P1106MV,P1106,"2011-06-24 01:39:00",34.03473,-121.7015,"Cycle 1",63,10,14,20,8.35,1.31,3.65,
P1106MV,P1106,"2011-06-24 01:39:00",34.03473,-121.7015,"Cycle 1",63,10,11,35,7.42,1.23,2.43,
P1106MV,P1106,"2011-06-24 01:39:00",34.03473,-121.7015,"Cycle 1",63,10,8,45,5.32,1.36,1.05,
P1106MV,P1106,"2011-06-24 01:39:00",34.03473,-121.7015,"Cycle 1",63,10,5,60,5.41,1.01,0.17,
P1106MV,P1106,"2011-06-24 01:39:00",34.03473,-121.7015,"Cycle 1",63,10,2,80,6.51,0.10,0.07,
P1106MV,P1106,"2011-06-25 01:55:00",33.91493,-121.4621,"Cycle 1",98,13,23,2,6.85,1.52,3.32,
P1106MV,P1106,"2011-06-25 01:55:00",33.91493,-121.4621,"Cycle 1",98,13,20,8,6.62,1.45,3.42,
P1106MV,P1106,"2011-06-25 01:55:00",33.91493,-121.4621,"Cycle 1",98,13,17,12,6.05,1.33,3.49,
P1106MV,P1106,"2011-06-25 01:55:00",33.91493,-121.4621,"Cycle 1",98,13,14,20,6.68,0.87,3.54,
P1106MV,P1106,"2011-06-25 01:55:00",33.91493,-121.4621,"Cycle 1",98,13,11,35,5.73,0.83,3.27,
P1106MV,P1106,"2011-06-25 01:55:00",33.91493,-121.4621,"Cycle 1",98,13,8,45,1.18,0.23,0.54,
P1106MV,P1106,"2011-06-25 01:55:00",33.91493,-121.4621,"Cycle 1",98,13,5,60,4.21,0.16,0.32,
P1106MV,P1106,"2011-06-25 01:55:00",33.91493,-121.4621,"Cycle 1",98,13,2,70,3.33,0.26,0.05,
P1106MV,P1106,"2011-06-26 02:43:00",33.69713,-121.2299,"Cycle 1",127,15,23,2,6.32,1.09,2.32,
P1106MV,P1106,"2011-06-26 02:43:00",33.69713,-121.2299,"Cycle 1",127,15,20,8,6.15,0.93,2.58,
P1106MV,P1106,"2011-06-26 02:43:00",33.69713,-121.2299,"Cycle 1",127,15,19,12,5.78,0.86,2.59,
P1106MV,P1106,"2011-06-26 02:43:00",33.69713,-121.2299,"Cycle 1",127,15,16,20,5.84,0.80,2.64,
P1106MV,P1106,"2011-06-26 02:43:00",33.69713,-121.2299,"Cycle 1",127,15,13,35,4.02,0.87,1.11,
P1106MV,P1106,"2011-06-26 02:43:00",33.69713,-121.2299,"Cycle 1",127,15,11,45,4.62,0.80,1.17,
P1106MV,P1106,"2011-06-26 02:43:00",33.69713,-121.2299,"Cycle 1",127,15,7,60,2.71,0.25,0.05,
P1106MV,P1106,"2011-06-26 02:43:00",33.69713,-121.2299,"Cycle 1",127,15,6,70,2.61,0.06,0.04,
P1106MV,P1106,"2011-06-27 03:49:00",33.56965,-121.7601,"Cycle 2",155,16,23,2,3.20,0.01,1.94,
P1106MV,P1106,"2011-06-27 03:49:00",33.56965,-121.7601,"Cycle 2",155,16,20,12,3.50,0.01,2.04,
P1106MV,P1106,"2011-06-27 03:49:00",33.56965,-121.7601,"Cycle 2",155,16,17,20,3.55,0.01,1.61,
P1106MV,P1106,"2011-06-27 03:49:00",33.56965,-121.7601,"Cycle 2",155,16,14,30,3.46,0.01,1.90,
P1106MV,P1106,"2011-06-27 03:49:00",33.56965,-121.7601,"Cycle 2",155,16,11,40,3.66,0.01,2.13,
P1106MV,P1106,"2011-06-27 03:49:00",33.56965,-121.7601,"Cycle 2",155,16,8,60,3.87,0.01,2.04,
P1106MV,P1106,"2011-06-27 03:49:00",33.56965,-121.7601,"Cycle 2",155,16,5,80,2.89,3.72,0.10,
P1106MV,P1106,"2011-06-27 03:49:00",33.56965,-121.7601,"Cycle 2",155,16,2,100,1.70,1.68,0.01,
P1106MV,P1106,"2011-06-28 01:02:00",33.42105,-121.6237,"Cycle 2",190,21,23,2,5.34,3.36,2.10,
P1106MV,P1106,"2011-06-28 01:02:00",33.42105,-121.6237,"Cycle 2",190,21,20,12,6.65,3.51,2.10,
P1106MV,P1106,"2011-06-28 01:02:00",33.42105,-121.6237,"Cycle 2",190,21,17,20,4.35,3.46,2.33,
P1106MV,P1106,"2011-06-28 01:02:00",33.42105,-121.6237,"Cycle 2",190,21,14,30,7.09,3.19,2.51,
P1106MV,P1106,"2011-06-28 01:02:00",33.42105,-121.6237,"Cycle 2",190,21,11,40,5.45,2.92,2.94,
P1106MV,P1106,"2011-06-28 01:02:00",33.42105,-121.6237,"Cycle 2",190,21,8,60,5.61,4.50,0.53,
P1106MV,P1106,"2011-06-28 01:02:00",33.42105,-121.6237,"Cycle 2",190,21,5,80,3.32,3.44,0.09,
P1106MV,P1106,"2011-06-28 01:02:00",33.42105,-121.6237,"Cycle 2",190,21,2,100,2.09,1.30,0.01,
P1106MV,P1106,"2011-06-29 03:02:00",33.22278,-121.4633,"Cycle 2",213,23,23,2,3.35,3.34,1.45,
P1106MV,P1106,"2011-06-29 03:02:00",33.22278,-121.4633,"Cycle 2",213,23,20,12,3.96,3.50,1.52,
P1106MV,P1106,"2011-06-29 03:02:00",33.22278,-121.4633,"Cycle 2",213,23,17,20,3.31,3.38,1.69,
P1106MV,P1106,"2011-06-29 03:02:00",33.22278,-121.4633,"Cycle 2",213,23,16,30,4.13,2.85,1.63,
P1106MV,P1106,"2011-06-29 03:02:00",33.22278,-121.4633,"Cycle 2",213,23,14,40,4.13,2.09,2.26,
P1106MV,P1106,"2011-06-29 03:02:00",33.22278,-121.4633,"Cycle 2",213,23,11,60,4.23,2.07,0.55,
P1106MV,P1106,"2011-06-29 03:02:00",33.22278,-121.4633,"Cycle 2",213,23,6,80,1.80,2.44,0.10,
P1106MV,P1106,"2011-06-29 03:02:00",33.22278,-121.4633,"Cycle 2",213,23,5,100,1.11,1.36,0.02,
P1106MV,P1106,"2011-06-30 01:16:00",34.10757,-121.6502,"Cycle 3",228,24,23,2,9.84,0.39,0.26,
P1106MV,P1106,"2011-06-30 01:16:00",34.10757,-121.6502,"Cycle 3",228,24,20,12,11.38,0.43,0.34,
P1106MV,P1106,"2011-06-30 01:16:00",34.10757,-121.6502,"Cycle 3",228,24,17,20,13.03,0.72,0.32,
P1106MV,P1106,"2011-06-30 01:16:00",34.10757,-121.6502,"Cycle 3",228,24,14,25,11.32,1.01,0.22,
P1106MV,P1106,"2011-06-30 01:16:00",34.10757,-121.6502,"Cycle 3",228,24,11,30,9.16,1.11,0.21,
P1106MV,P1106,"2011-06-30 01:16:00",34.10757,-121.6502,"Cycle 3",228,24,8,35,9.53,0.99,0.23,
P1106MV,P1106,"2011-06-30 01:16:00",34.10757,-121.6502,"Cycle 3",228,24,5,40,12.54,0.26,0.30,
P1106MV,P1106,"2011-06-30 01:16:00",34.10757,-121.6502,"Cycle 3",228,24,2,50,14.37,0.15,0.13,
P1106MV,P1106,"2011-07-01 01:10:00",34.05652,-121.474,"Cycle 3",265,30,23,2,6.66,0.66,0.29,
P1106MV,P1106,"2011-07-01 01:10:00",34.05652,-121.474,"Cycle 3",265,30,20,5,5.94,0.64,0.33,
P1106MV,P1106,"2011-07-01 01:10:00",34.05652,-121.474,"Cycle 3",265,30,17,12,5.81,0.60,0.35,
P1106MV,P1106,"2011-07-01 01:10:00",34.05652,-121.474,"Cycle 3",265,30,14,20,5.24,0.62,0.34,
P1106MV,P1106,"2011-07-01 01:10:00",34.05652,-121.474,"Cycle 3",265,30,11,30,5.07,0.59,0.36,
P1106MV,P1106,"2011-07-01 01:10:00",34.05652,-121.474,"Cycle 3",265,30,8,40,4.76,0.47,0.41,
P1106MV,P1106,"2011-07-01 01:10:00",34.05652,-121.474,"Cycle 3",265,30,5,50,4.18,0.18,0.12,
P1106MV,P1106,"2011-07-01 01:10:00",34.05652,-121.474,"Cycle 3",265,30,2,60,3.59,0.18,0.06,
P1106MV,P1106,"2011-07-02 02:53:00",34.10408,-121.4234,"Cycle 3",299,32,23,2,5.90,1.39,0.39,
P1106MV,P1106,"2011-07-02 02:53:00",34.10408,-121.4234,"Cycle 3",299,32,21,5,6.79,1.34,0.37,
P1106MV,P1106,"2011-07-02 02:53:00",34.10408,-121.4234,"Cycle 3",299,32,19,12,7.58,1.58,0.44,
P1106MV,P1106,"2011-07-02 02:53:00",34.10408,-121.4234,"Cycle 3",299,32,17,20,5.56,1.31,0.33,
P1106MV,P1106,"2011-07-02 02:53:00",34.10408,-121.4234,"Cycle 3",299,32,14,30,5.57,1.40,0.32,
P1106MV,P1106,"2011-07-02 02:53:00",34.10408,-121.4234,"Cycle 3",299,32,12,40,4.42,0.24,0.23,
P1106MV,P1106,"2011-07-02 02:53:00",34.10408,-121.4234,"Cycle 3",299,32,10,50,5.43,0.15,0.14,
P1106MV,P1106,"2011-07-02 02:53:00",34.10408,-121.4234,"Cycle 3",299,32,7,60,3.39,0.08,0.03,
P1106MV,P1106,"2011-07-02 18:37:00",33.7876,-121.777,"Upfront 2",310,33,8,0,9.17,0.64,1.51,
P1106MV,P1106,"2011-07-02 18:37:00",33.7876,-121.777,"Upfront 2",310,33,7,10,9.19,0.68,1.57,
P1106MV,P1106,"2011-07-02 18:37:00",33.7876,-121.777,"Upfront 2",310,33,6,20,9.96,0.73,1.54,
P1106MV,P1106,"2011-07-02 18:37:00",33.7876,-121.777,"Upfront 2",310,33,5,30,12.57,0.80,1.41,
P1106MV,P1106,"2011-07-02 18:37:00",33.7876,-121.777,"Upfront 2",310,33,4,45,13.57,0.92,1.06,
P1106MV,P1106,"2011-07-02 18:37:00",33.7876,-121.777,"Upfront 2",310,33,3,60,11.51,0.72,0.47,
P1106MV,P1106,"2011-07-02 18:37:00",33.7876,-121.777,"Upfront 2",310,33,2,70,3.47,0.65,0.17,
P1106MV,P1106,"2011-07-02 19:35:00",33.80022,-121.7591,"Upfront 2",317,34,8,0,10.31,0.63,0.36,
P1106MV,P1106,"2011-07-02 19:35:00",33.80022,-121.7591,"Upfront 2",317,34,7,10,13.44,1.12,1.16,
P1106MV,P1106,"2011-07-02 19:35:00",33.80022,-121.7591,"Upfront 2",317,34,6,20,12.27,1.04,1.09,
P1106MV,P1106,"2011-07-02 19:35:00",33.80022,-121.7591,"Upfront 2",317,34,5,30,11.86,1.05,1.13,
P1106MV,P1106,"2011-07-02 19:35:00",33.80022,-121.7591,"Upfront 2",317,34,4,50,,,,
P1106MV,P1106,"2011-07-02 19:35:00",33.80022,-121.7591,"Upfront 2",317,34,3,60,8.50,0.63,0.39,
P1106MV,P1106,"2011-07-02 19:35:00",33.80022,-121.7591,"Upfront 2",317,34,2,70,2.58,0.94,0.07,
P1106MV,P1106,"2011-07-02 20:39:00",33.81235,-121.7423,"Upfront 2",322,35,8,0,14.33,0.00,1.16,
P1106MV,P1106,"2011-07-02 20:39:00",33.81235,-121.7423,"Upfront 2",322,35,7,10,14.05,0.00,1.23,
P1106MV,P1106,"2011-07-02 20:39:00",33.81235,-121.7423,"Upfront 2",322,35,6,20,15.23,0.00,0.91,
P1106MV,P1106,"2011-07-02 20:39:00",33.81235,-121.7423,"Upfront 2",322,35,5,35,16.13,0.00,0.69,
P1106MV,P1106,"2011-07-02 20:39:00",33.81235,-121.7423,"Upfront 2",322,35,4,50,10.87,0.00,0.35,
P1106MV,P1106,"2011-07-02 20:39:00",33.81235,-121.7423,"Upfront 2",322,35,3,60,10.19,0.00,0.39,
P1106MV,P1106,"2011-07-02 20:39:00",33.81235,-121.7423,"Upfront 2",322,35,2,70,4.02,0.00,0.10,
P1106MV,P1106,"2011-07-02 21:40:00",33.8251,-121.7256,"Upfront 2",328,36,8,0,12.61,0.00,1.24,
P1106MV,P1106,"2011-07-02 21:40:00",33.8251,-121.7256,"Upfront 2",328,36,7,15,13.70,0.00,1.15,
P1106MV,P1106,"2011-07-02 21:40:00",33.8251,-121.7256,"Upfront 2",328,36,6,25,13.54,0.00,0.72,
P1106MV,P1106,"2011-07-02 21:40:00",33.8251,-121.7256,"Upfront 2",328,36,5,35,13.73,0.00,0.67,
P1106MV,P1106,"2011-07-02 21:40:00",33.8251,-121.7256,"Upfront 2",328,36,4,50,11.94,0.00,0.53,
P1106MV,P1106,"2011-07-02 21:40:00",33.8251,-121.7256,"Upfront 2",328,36,3,60,6.74,0.00,0.30,
P1106MV,P1106,"2011-07-02 21:40:00",33.8251,-121.7256,"Upfront 2",328,36,2,70,2.73,0.00,0.11,
P1106MV,P1106,"2011-07-02 22:41:00",33.83712,-121.7087,"Upfront 2",334,37,8,0,9.66,0.73,1.84,
P1106MV,P1106,"2011-07-02 22:41:00",33.83712,-121.7087,"Upfront 2",334,37,7,15,7.43,0.67,1.75,
P1106MV,P1106,"2011-07-02 22:41:00",33.83712,-121.7087,"Upfront 2",334,37,6,25,9.06,0.80,1.59,
P1106MV,P1106,"2011-07-02 22:41:00",33.83712,-121.7087,"Upfront 2",334,37,5,35,9.45,0.93,1.36,
P1106MV,P1106,"2011-07-02 22:41:00",33.83712,-121.7087,"Upfront 2",334,37,4,45,6.26,1.00,0.96,
P1106MV,P1106,"2011-07-02 22:41:00",33.83712,-121.7087,"Upfront 2",334,37,3,55,5.19,0.93,0.56,
P1106MV,P1106,"2011-07-02 22:41:00",33.83712,-121.7087,"Upfront 2",334,37,2,70,1.89,0.71,0.07,
P1106MV,P1106,"2011-07-02 23:48:00",33.84942,-121.692,"Upfront 2",340,38,9,0,9.88,0.00,2.09,
P1106MV,P1106,"2011-07-02 23:48:00",33.84942,-121.692,"Upfront 2",340,38,7,10,9.62,0.00,1.94,
P1106MV,P1106,"2011-07-02 23:48:00",33.84942,-121.692,"Upfront 2",340,38,6,25,7.66,0.00,1.60,
P1106MV,P1106,"2011-07-02 23:48:00",33.84942,-121.692,"Upfront 2",340,38,5,35,12.62,0.00,1.37,
P1106MV,P1106,"2011-07-02 23:48:00",33.84942,-121.692,"Upfront 2",340,38,4,45,11.54,0.00,1.17,
P1106MV,P1106,"2011-07-02 23:48:00",33.84942,-121.692,"Upfront 2",340,38,3,55,10.87,0.00,0.60,
P1106MV,P1106,"2011-07-02 23:48:00",33.84942,-121.692,"Upfront 2",340,38,2,70,3.68,0.00,0.15,
P1106MV,P1106,"2011-07-03 00:54:00",33.86205,-121.6746,"Upfront 2",346,39,8,0,10.81,0.00,2.29,
P1106MV,P1106,"2011-07-03 00:54:00",33.86205,-121.6746,"Upfront 2",346,39,7,15,10.26,0.00,2.18,
P1106MV,P1106,"2011-07-03 00:54:00",33.86205,-121.6746,"Upfront 2",346,39,6,25,9.85,0.00,1.74,
P1106MV,P1106,"2011-07-03 00:54:00",33.86205,-121.6746,"Upfront 2",346,39,5,35,9.28,0.00,1.23,
P1106MV,P1106,"2011-07-03 00:54:00",33.86205,-121.6746,"Upfront 2",346,39,4,45,8.90,0.00,0.82,
P1106MV,P1106,"2011-07-03 00:54:00",33.86205,-121.6746,"Upfront 2",346,39,3,55,8.36,0.00,0.54,
P1106MV,P1106,"2011-07-03 00:54:00",33.86205,-121.6746,"Upfront 2",346,39,2,70,2.73,0.00,0.06,
P1106MV,P1106,"2011-07-03 02:03:00",33.87442,-121.6571,"Upfront 2",352,40,8,0,6.86,0.00,2.09,
P1106MV,P1106,"2011-07-03 02:03:00",33.87442,-121.6571,"Upfront 2",352,40,7,15,6.36,0.00,1.83,
P1106MV,P1106,"2011-07-03 02:03:00",33.87442,-121.6571,"Upfront 2",352,40,6,25,5.53,0.00,0.76,
P1106MV,P1106,"2011-07-03 02:03:00",33.87442,-121.6571,"Upfront 2",352,40,5,35,6.15,0.00,0.65,
P1106MV,P1106,"2011-07-03 02:03:00",33.87442,-121.6571,"Upfront 2",352,40,4,45,7.21,0.00,0.61,
P1106MV,P1106,"2011-07-03 02:03:00",33.87442,-121.6571,"Upfront 2",352,40,3,55,6.98,0.00,0.29,
P1106MV,P1106,"2011-07-03 02:03:00",33.87442,-121.6571,"Upfront 2",352,40,2,70,3.07,0.00,0.08,
P1106MV,P1106,"2011-07-03 03:05:00",33.88623,-121.6392,"Upfront 2",358,41,8,0,6.48,0.00,2.10,
P1106MV,P1106,"2011-07-03 03:05:00",33.88623,-121.6392,"Upfront 2",358,41,7,15,5.67,0.00,1.23,
P1106MV,P1106,"2011-07-03 03:05:00",33.88623,-121.6392,"Upfront 2",358,41,6,25,6.42,0.00,1.00,
P1106MV,P1106,"2011-07-03 03:05:00",33.88623,-121.6392,"Upfront 2",358,41,5,35,7.03,0.00,0.74,
P1106MV,P1106,"2011-07-03 03:05:00",33.88623,-121.6392,"Upfront 2",358,41,4,45,5.54,0.00,0.62,
P1106MV,P1106,"2011-07-03 03:05:00",33.88623,-121.6392,"Upfront 2",358,41,3,55,6.65,0.00,0.31,
P1106MV,P1106,"2011-07-03 03:05:00",33.88623,-121.6392,"Upfront 2",358,41,2,70,2.62,0.00,0.07,
P1106MV,P1106,"2011-07-03 04:08:00",33.89928,-121.6231,"Upfront 2",364,42,8,0,5.85,0.50,2.10,
P1106MV,P1106,"2011-07-03 04:08:00",33.89928,-121.6231,"Upfront 2",364,42,7,15,5.10,0.39,1.08,
P1106MV,P1106,"2011-07-03 04:08:00",33.89928,-121.6231,"Upfront 2",364,42,6,25,5.31,0.34,0.82,
P1106MV,P1106,"2011-07-03 04:08:00",33.89928,-121.6231,"Upfront 2",364,42,5,35,4.84,0.35,0.56,
P1106MV,P1106,"2011-07-03 04:08:00",33.89928,-121.6231,"Upfront 2",364,42,4,45,5.40,0.34,0.51,
P1106MV,P1106,"2011-07-03 04:08:00",33.89928,-121.6231,"Upfront 2",364,42,3,55,6.13,0.23,0.40,
P1106MV,P1106,"2011-07-03 04:08:00",33.89928,-121.6231,"Upfront 2",364,42,2,70,2.71,0.68,0.09,
P1106MV,P1106,"2011-07-07 01:05:00",33.53258,-121.0931,"Cycle 4",377,43,23,2,21.11,2.73,10.29,
P1106MV,P1106,"2011-07-07 01:05:00",33.53258,-121.0931,"Cycle 4",377,43,20,8,27.27,3.22,10.55,
P1106MV,P1106,"2011-07-07 01:05:00",33.53258,-121.0931,"Cycle 4",377,43,17,12,24.85,3.03,10.22,
P1106MV,P1106,"2011-07-07 01:05:00",33.53258,-121.0931,"Cycle 4",377,43,14,20,26.12,3.57,11.77,
P1106MV,P1106,"2011-07-07 01:05:00",33.53258,-121.0931,"Cycle 4",377,43,11,25,23.86,3.29,10.36,
P1106MV,P1106,"2011-07-07 01:05:00",33.53258,-121.0931,"Cycle 4",377,43,8,30,21.52,2.58,8.04,
P1106MV,P1106,"2011-07-07 01:05:00",33.53258,-121.0931,"Cycle 4",377,43,5,35,19.00,2.15,6.82,
P1106MV,P1106,"2011-07-07 01:05:00",33.53258,-121.0931,"Cycle 4",377,43,2,40,5.05,0.20,0.90,
P1106MV,P1106,"2011-07-08 01:04:00",33.38853,-121.1558,"Cycle 4",418,48,23,2,14.67,0.00,10.52,
P1106MV,P1106,"2011-07-08 01:04:00",33.38853,-121.1558,"Cycle 4",418,48,20,8,16.94,0.00,11.40,
P1106MV,P1106,"2011-07-08 01:04:00",33.38853,-121.1558,"Cycle 4",418,48,17,12,16.56,0.00,11.72,
P1106MV,P1106,"2011-07-08 01:04:00",33.38853,-121.1558,"Cycle 4",418,48,14,20,17.40,0.00,11.13,
P1106MV,P1106,"2011-07-08 01:04:00",33.38853,-121.1558,"Cycle 4",418,48,11,25,17.48,0.00,9.79,
P1106MV,P1106,"2011-07-08 01:04:00",33.38853,-121.1558,"Cycle 4",418,48,8,30,13.99,0.00,12.04,
P1106MV,P1106,"2011-07-08 01:04:00",33.38853,-121.1558,"Cycle 4",418,48,5,35,9.29,0.00,4.89,
P1106MV,P1106,"2011-07-08 01:04:00",33.38853,-121.1558,"Cycle 4",418,48,2,40,7.65,0.00,6.38,
P1106MV,P1106,"2011-07-09 03:12:00",33.08905,-121.154,"Cycle 4",454,50,23,2,27.48,3.84,26.60,
P1106MV,P1106,"2011-07-09 03:12:00",33.08905,-121.154,"Cycle 4",454,50,21,8,27.44,3.66,26.25,
P1106MV,P1106,"2011-07-09 03:12:00",33.08905,-121.154,"Cycle 4",454,50,19,12,26.89,3.05,20.01,
P1106MV,P1106,"2011-07-09 03:12:00",33.08905,-121.154,"Cycle 4",454,50,17,20,22.85,2.04,6.43,
P1106MV,P1106,"2011-07-09 03:12:00",33.08905,-121.154,"Cycle 4",454,50,14,25,19.22,2.21,8.24,
P1106MV,P1106,"2011-07-09 03:12:00",33.08905,-121.154,"Cycle 4",454,50,12,30,13.04,1.16,3.90,
P1106MV,P1106,"2011-07-09 03:12:00",33.08905,-121.154,"Cycle 4",454,50,10,35,12.39,0.88,2.97,
